Tax ID,OrgID,Program,Enrollment Date,Enrollment End,Amount,Total Remuneration,Status
1912315059,2,2001,01-05-2023,01-06-2024,10,0,Active
647880453,2,2002,10-05-2023,01-09-2024,10,0,Active
1012217153,2,2001,01-05-2023,01-06-2024,10,0,Active
2427396396,2,2002,10-05-2023,01-09-2024,10,0,Active
789212147,2,2001,01-05-2023,01-06-2024,10,0,Active
1016764889,2,2002,10-05-2023,01-09-2024,10,0,Active
3644728390,2,2001,01-05-2023,01-06-2024,10,0,Active
3286503684,2,2002,10-05-2023,01-09-2024,10,0,Active
2654586629,2,2001,01-05-2023,01-06-2024,10,0,Active
2537923069,2,2002,10-05-2023,01-09-2024,10,0,Active
27456789,2,2001,01-05-2023,01-06-2024,10,0,Active
1769520218,2,2002,10-05-2023,01-09-2024,10,0,Active
4114780991,2,2001,01-05-2023,01-06-2024,10,0,Active
920517152,2,2002,10-05-2023,01-09-2024,10,0,Active
661192058,2,2001,01-05-2023,01-06-2024,10,0,Active
3286064444,2,2002,10-05-2023,01-09-2024,10,0,Active
16345452,2,2001,01-05-2023,01-06-2024,10,0,Active
1515802432,2,2002,10-05-2023,01-09-2024,10,0,Active
726851425,2,2001,01-05-2023,01-06-2024,10,0,Active
738140290,2,2002,10-05-2023,01-09-2024,10,0,Active
3353246482,2,2001,01-05-2023,01-06-2024,10,0,Active
186970441,2,2002,10-05-2023,01-09-2024,10,0,Active
3920246555,2,2001,01-05-2023,01-06-2024,10,0,Active
1489429818,2,2002,10-05-2023,01-09-2024,10,0,Active
2811659038,2,2001,01-05-2023,01-06-2024,10,0,Active
3481885699,2,2002,10-05-2023,01-09-2024,10,0,Active
3199076068,2,2001,01-05-2023,01-06-2024,10,0,Active
3571654002,2,2002,10-05-2023,01-09-2024,10,0,Active
1987947186,2,2001,01-05-2023,01-06-2024,10,0,Active
1998615054,2,2002,10-05-2023,01-09-2024,10,0,Active
1759281188,2,2001,01-05-2023,01-06-2024,10,0,Active
2001039505,2,2002,10-05-2023,01-09-2024,10,0,Active
1934186863,2,2001,01-05-2023,01-06-2024,10,0,Active
1541497804,2,2002,10-05-2023,01-09-2024,10,0,Active
2888720698,2,2001,01-05-2023,01-06-2024,10,0,Active
735599008,2,2002,10-05-2023,01-09-2024,10,0,Active
732241078,2,2001,01-05-2023,01-06-2024,10,0,Active
2803670598,2,2002,10-05-2023,01-09-2024,10,0,Active
3939804245,2,2001,01-05-2023,01-06-2024,10,0,Active
3476212509,2,2002,10-05-2023,01-09-2024,10,0,Active
4131747598,2,2001,01-05-2023,01-06-2024,10,0,Active
3754340501,2,2002,10-05-2023,01-09-2024,10,0,Active
583702731,2,2001,01-05-2023,01-06-2024,10,0,Active
1883062531,2,2002,10-05-2023,01-09-2024,10,0,Active
3150660146,2,2001,01-05-2023,01-06-2024,10,0,Active
1301228369,2,2002,10-05-2023,01-09-2024,10,0,Active
1353262366,2,2001,01-05-2023,01-06-2024,10,0,Active
1601546814,2,2002,10-05-2023,01-09-2024,10,0,Active
1153910292,2,2001,01-05-2023,01-06-2024,10,0,Active
3508016728,2,2002,10-05-2023,01-09-2024,10,0,Active
3311199242,2,2001,01-05-2023,01-06-2024,10,0,Active
218152178,2,2002,10-05-2023,01-09-2024,10,0,Active
2603126536,2,2001,01-05-2023,01-06-2024,10,0,Active
2071477919,2,2002,10-05-2023,01-09-2024,10,0,Active
574542205,2,2001,01-05-2023,01-06-2024,10,0,Active
49089065,2,2002,10-05-2023,01-09-2024,10,0,Active
1687469571,2,2001,01-05-2023,01-06-2024,10,0,Active
2777227571,2,2002,10-05-2023,01-09-2024,10,0,Active
1660312963,2,2001,01-05-2023,01-06-2024,10,0,Active
1308784320,2,2002,10-05-2023,01-09-2024,10,0,Active
2096975861,2,2001,01-05-2023,01-06-2024,10,0,Active
2883601092,2,2002,10-05-2023,01-09-2024,10,0,Active
1991595218,2,2001,01-05-2023,01-06-2024,10,0,Active
4093411071,2,2002,10-05-2023,01-09-2024,10,0,Active
3330683012,2,2001,01-05-2023,01-06-2024,10,0,Active
1639478395,2,2002,10-05-2023,01-09-2024,10,0,Active
982530983,2,2001,01-05-2023,01-06-2024,10,0,Active
3827554386,2,2002,10-05-2023,01-09-2024,10,0,Active
1336275700,2,2001,01-05-2023,01-06-2024,10,0,Active
1627456133,2,2002,10-05-2023,01-09-2024,10,0,Active
3054674946,2,2001,01-05-2023,01-06-2024,10,0,Active
304961255,2,2002,10-05-2023,01-09-2024,10,0,Active
1313490660,2,2001,01-05-2023,01-06-2024,10,0,Active
1562694403,2,2002,10-05-2023,01-09-2024,10,0,Active
1038073317,2,2001,01-05-2023,01-06-2024,10,0,Active
3272643876,2,2002,10-05-2023,01-09-2024,10,0,Active
3603286796,2,2001,01-05-2023,01-06-2024,10,0,Active
3169266082,2,2002,10-05-2023,01-09-2024,10,0,Active
3770209008,2,2001,01-05-2023,01-06-2024,10,0,Active
2874005031,2,2002,10-05-2023,01-09-2024,10,0,Active
3068829575,2,2001,01-05-2023,01-06-2024,10,0,Active
273067770,2,2002,10-05-2023,01-09-2024,10,0,Active
1036283603,2,2001,01-05-2023,01-06-2024,10,0,Active
3933134134,2,2002,10-05-2023,01-09-2024,10,0,Active
2777598668,2,2001,01-05-2023,01-06-2024,10,0,Active
294517273,2,2002,10-05-2023,01-09-2024,10,0,Active
459021888,2,2001,01-05-2023,01-06-2024,10,0,Active
3599954476,2,2002,10-05-2023,01-09-2024,10,0,Active
1686616395,2,2001,01-05-2023,01-06-2024,10,0,Active
1077892988,2,2002,10-05-2023,01-09-2024,10,0,Active
596074114,2,2001,01-05-2023,01-06-2024,10,0,Active
1013111154,2,2002,10-05-2023,01-09-2024,10,0,Active
2113263036,2,2001,01-05-2023,01-06-2024,10,0,Active
1234773763,2,2002,10-05-2023,01-09-2024,10,0,Active
802809711,2,2001,01-05-2023,01-06-2024,10,0,Active
2879701456,2,2002,10-05-2023,01-09-2024,10,0,Active
4134327443,2,2001,01-05-2023,01-06-2024,10,0,Active
606952192,2,2002,10-05-2023,01-09-2024,10,0,Active
3652227614,2,2001,01-05-2023,01-06-2024,10,0,Active
761357359,2,2002,10-05-2023,01-09-2024,10,0,Active
4189813989,2,2001,01-05-2023,01-06-2024,10,0,Active
2289051878,2,2002,10-05-2023,01-09-2024,10,0,Active
190350878,2,2001,01-05-2023,01-06-2024,10,0,Active
2919090050,2,2002,10-05-2023,01-09-2024,10,0,Active
449572764,2,2001,01-05-2023,01-06-2024,10,0,Active
3424771864,2,2002,10-05-2023,01-09-2024,10,0,Active
5711921,2,2001,01-05-2023,01-06-2024,10,0,Active
4122442236,2,2002,10-05-2023,01-09-2024,10,0,Active
3385351880,2,2001,01-05-2023,01-06-2024,10,0,Active
1400252582,2,2002,10-05-2023,01-09-2024,10,0,Active
2229896270,2,2001,01-05-2023,01-06-2024,10,0,Active
764206304,2,2002,10-05-2023,01-09-2024,10,0,Active
2615574987,2,2001,01-05-2023,01-06-2024,10,0,Active
2926234181,2,2002,10-05-2023,01-09-2024,10,0,Active
4126633571,2,2001,01-05-2023,01-06-2024,10,0,Active
67598993,2,2002,10-05-2023,01-09-2024,10,0,Active
3719643841,2,2001,01-05-2023,01-06-2024,10,0,Active
2929502157,2,2002,10-05-2023,01-09-2024,10,0,Active
419830345,2,2001,01-05-2023,01-06-2024,10,0,Active
2995775940,2,2002,10-05-2023,01-09-2024,10,0,Active
1774541172,2,2001,01-05-2023,01-06-2024,10,0,Active
3648974020,2,2002,10-05-2023,01-09-2024,10,0,Active
737216365,2,2001,01-05-2023,01-06-2024,10,0,Active
2273745262,2,2002,10-05-2023,01-09-2024,10,0,Active
3179821949,2,2001,01-05-2023,01-06-2024,10,0,Active
2354580878,2,2002,10-05-2023,01-09-2024,10,0,Active
4253140635,2,2001,01-05-2023,01-06-2024,10,0,Active
437383412,2,2002,10-05-2023,01-09-2024,10,0,Active
2028843765,2,2001,01-05-2023,01-06-2024,10,0,Active
3285359677,2,2002,10-05-2023,01-09-2024,10,0,Active
4103030717,2,2001,01-05-2023,01-06-2024,10,0,Active
1088848903,2,2002,10-05-2023,01-09-2024,10,0,Active
2265265143,2,2001,01-05-2023,01-06-2024,10,0,Active
1185540821,2,2002,10-05-2023,01-09-2024,10,0,Active
3019644467,2,2001,01-05-2023,01-06-2024,10,0,Active
1585499494,2,2002,10-05-2023,01-09-2024,10,0,Active
1854713084,2,2001,01-05-2023,01-06-2024,10,0,Active
3098225812,2,2002,10-05-2023,01-09-2024,10,0,Active
2325568794,2,2001,01-05-2023,01-06-2024,10,0,Active
1901846450,2,2002,10-05-2023,01-09-2024,10,0,Active
297926176,2,2001,01-05-2023,01-06-2024,10,0,Active
200630799,2,2002,10-05-2023,01-09-2024,10,0,Active
1569943527,2,2001,01-05-2023,01-06-2024,10,0,Active
3959753499,2,2002,10-05-2023,01-09-2024,10,0,Active
2400390857,2,2001,01-05-2023,01-06-2024,10,0,Active
38459220,2,2002,10-05-2023,01-09-2024,10,0,Active
1467839460,2,2001,01-05-2023,01-06-2024,10,0,Active
2094876029,2,2002,10-05-2023,01-09-2024,10,0,Active
4281134493,2,2001,01-05-2023,01-06-2024,10,0,Active
1514588993,2,2002,10-05-2023,01-09-2024,10,0,Active
3133730293,2,2001,01-05-2023,01-06-2024,10,0,Active
2269951711,2,2002,10-05-2023,01-09-2024,10,0,Active
493913110,2,2001,01-05-2023,01-06-2024,10,0,Active
3170489833,2,2002,10-05-2023,01-09-2024,10,0,Active
1286385355,2,2001,01-05-2023,01-06-2024,10,0,Active
1905972620,2,2002,10-05-2023,01-09-2024,10,0,Active
2631328972,2,2001,01-05-2023,01-06-2024,10,0,Active
477679500,2,2002,10-05-2023,01-09-2024,10,0,Active
3415345081,2,2001,01-05-2023,01-06-2024,10,0,Active
1021549726,2,2002,10-05-2023,01-09-2024,10,0,Active
4092130918,2,2001,01-05-2023,01-06-2024,10,0,Active
184232959,2,2002,10-05-2023,01-09-2024,10,0,Active
841723457,2,2001,01-05-2023,01-06-2024,10,0,Active
1190209837,2,2002,10-05-2023,01-09-2024,10,0,Active
2792315031,2,2001,01-05-2023,01-06-2024,10,0,Active
3984549747,2,2002,10-05-2023,01-09-2024,10,0,Active
648073583,2,2001,01-05-2023,01-06-2024,10,0,Active
3855546360,2,2002,10-05-2023,01-09-2024,10,0,Active
2816579981,2,2001,01-05-2023,01-06-2024,10,0,Active
1193127445,2,2002,10-05-2023,01-09-2024,10,0,Active
1801409396,2,2001,01-05-2023,01-06-2024,10,0,Active
1707588762,2,2002,10-05-2023,01-09-2024,10,0,Active
3595938893,2,2001,01-05-2023,01-06-2024,10,0,Active
1795231518,2,2002,10-05-2023,01-09-2024,10,0,Active
1786837484,2,2001,01-05-2023,01-06-2024,10,0,Active
1934119885,2,2002,10-05-2023,01-09-2024,10,0,Active
3706090085,2,2001,01-05-2023,01-06-2024,10,0,Active
172663950,2,2002,10-05-2023,01-09-2024,10,0,Active
522866721,2,2001,01-05-2023,01-06-2024,10,0,Active
335454104,2,2002,10-05-2023,01-09-2024,10,0,Active
2785513004,2,2001,01-05-2023,01-06-2024,10,0,Active
4170096896,2,2002,10-05-2023,01-09-2024,10,0,Active
2886073333,2,2001,01-05-2023,01-06-2024,10,0,Active
522998499,2,2002,10-05-2023,01-09-2024,10,0,Active
2718799359,2,2001,01-05-2023,01-06-2024,10,0,Active
936127586,2,2002,10-05-2023,01-09-2024,10,0,Active
2481808608,2,2001,01-05-2023,01-06-2024,10,0,Active
2145395811,2,2002,10-05-2023,01-09-2024,10,0,Active
1906945962,2,2001,01-05-2023,01-06-2024,10,0,Active
545380291,2,2002,10-05-2023,01-09-2024,10,0,Active
4260019633,2,2001,01-05-2023,01-06-2024,10,0,Active
2328993173,2,2002,10-05-2023,01-09-2024,10,0,Active
1112680466,2,2001,01-05-2023,01-06-2024,10,0,Active
4206425839,2,2002,10-05-2023,01-09-2024,10,0,Active
1125466851,2,2001,01-05-2023,01-06-2024,10,0,Active
1593843971,2,2002,10-05-2023,01-09-2024,10,0,Active
3303021698,2,2001,01-05-2023,01-06-2024,10,0,Active
2779556997,2,2002,10-05-2023,01-09-2024,10,0,Active
1772992768,2,2001,01-05-2023,01-06-2024,10,0,Active
3689940680,2,2002,10-05-2023,01-09-2024,10,0,Active
519744881,2,2001,01-05-2023,01-06-2024,10,0,Active
3350448673,2,2002,10-05-2023,01-09-2024,10,0,Active
1547181065,2,2001,01-05-2023,01-06-2024,10,0,Active
2992949135,2,2002,10-05-2023,01-09-2024,10,0,Active
1841554219,2,2001,01-05-2023,01-06-2024,10,0,Active
2489014126,2,2002,10-05-2023,01-09-2024,10,0,Active
998352385,2,2001,01-05-2023,01-06-2024,10,0,Active
2765435945,2,2002,10-05-2023,01-09-2024,10,0,Active
577291872,2,2001,01-05-2023,01-06-2024,10,0,Active
906654018,2,2002,10-05-2023,01-09-2024,10,0,Active
1849120635,2,2001,01-05-2023,01-06-2024,10,0,Active
2979648370,2,2002,10-05-2023,01-09-2024,10,0,Active
3356501483,2,2001,01-05-2023,01-06-2024,10,0,Active
241066336,2,2002,10-05-2023,01-09-2024,10,0,Active
839728231,2,2001,01-05-2023,01-06-2024,10,0,Active
548888899,2,2002,10-05-2023,01-09-2024,10,0,Active
905426405,2,2001,01-05-2023,01-06-2024,10,0,Active
2871371343,2,2002,10-05-2023,01-09-2024,10,0,Active
1883468635,2,2001,01-05-2023,01-06-2024,10,0,Active
1354809086,2,2002,10-05-2023,01-09-2024,10,0,Active
1935699734,2,2001,01-05-2023,01-06-2024,10,0,Active
2988941775,2,2002,10-05-2023,01-09-2024,10,0,Active
3044338441,2,2001,01-05-2023,01-06-2024,10,0,Active
4257388316,2,2002,10-05-2023,01-09-2024,10,0,Active
1540708926,2,2001,01-05-2023,01-06-2024,10,0,Active
1130555649,2,2002,10-05-2023,01-09-2024,10,0,Active
3046861454,2,2001,01-05-2023,01-06-2024,10,0,Active
2842051150,2,2002,10-05-2023,01-09-2024,10,0,Active
2008810743,2,2001,01-05-2023,01-06-2024,10,0,Active
1536909791,2,2002,10-05-2023,01-09-2024,10,0,Active
1744151676,2,2001,01-05-2023,01-06-2024,10,0,Active
2952280371,2,2002,10-05-2023,01-09-2024,10,0,Active
2599699419,2,2001,01-05-2023,01-06-2024,10,0,Active
1155766535,2,2002,10-05-2023,01-09-2024,10,0,Active
4049617295,2,2001,01-05-2023,01-06-2024,10,0,Active
1426579051,2,2002,10-05-2023,01-09-2024,10,0,Active
2911593017,2,2001,01-05-2023,01-06-2024,10,0,Active
157819623,2,2002,10-05-2023,01-09-2024,10,0,Active
127475677,2,2001,01-05-2023,01-06-2024,10,0,Active
2487203971,2,2002,10-05-2023,01-09-2024,10,0,Active
276600286,2,2001,01-05-2023,01-06-2024,10,0,Active
2863383933,2,2002,10-05-2023,01-09-2024,10,0,Active
4283207779,2,2001,01-05-2023,01-06-2024,10,0,Active
3830190918,2,2002,10-05-2023,01-09-2024,10,0,Active
3967127329,2,2001,01-05-2023,01-06-2024,10,0,Active
1239361532,2,2002,10-05-2023,01-09-2024,10,0,Active
3837944159,2,2001,01-05-2023,01-06-2024,10,0,Active
1145496962,2,2002,10-05-2023,01-09-2024,10,0,Active
3992832110,2,2001,01-05-2023,01-06-2024,10,0,Active
44215047,2,2002,10-05-2023,01-09-2024,10,0,Active
1344508840,2,2001,01-05-2023,01-06-2024,10,0,Active
560895277,2,2002,10-05-2023,01-09-2024,10,0,Active
802594211,2,2001,01-05-2023,01-06-2024,10,0,Active
1842246515,2,2002,10-05-2023,01-09-2024,10,0,Active
2048352189,2,2001,01-05-2023,01-06-2024,10,0,Active
339672279,2,2002,10-05-2023,01-09-2024,10,0,Active
1998651258,2,2001,01-05-2023,01-06-2024,10,0,Active
271841686,2,2002,10-05-2023,01-09-2024,10,0,Active
1755506390,2,2001,01-05-2023,01-06-2024,10,0,Active
1475486090,2,2002,10-05-2023,01-09-2024,10,0,Active
1877451406,2,2001,01-05-2023,01-06-2024,10,0,Active
1468988063,2,2002,10-05-2023,01-09-2024,10,0,Active
1876332098,2,2001,01-05-2023,01-06-2024,10,0,Active
3538599602,2,2002,10-05-2023,01-09-2024,10,0,Active
347957869,2,2001,01-05-2023,01-06-2024,10,0,Active
1817272310,2,2002,10-05-2023,01-09-2024,10,0,Active
870091502,2,2001,01-05-2023,01-06-2024,10,0,Active
2083311861,2,2002,10-05-2023,01-09-2024,10,0,Active
920405896,2,2001,01-05-2023,01-06-2024,10,0,Active
628259778,2,2002,10-05-2023,01-09-2024,10,0,Active
491533448,2,2001,01-05-2023,01-06-2024,10,0,Active
2785162298,2,2002,10-05-2023,01-09-2024,10,0,Active
4179166317,2,2001,01-05-2023,01-06-2024,10,0,Active
4188423698,2,2002,10-05-2023,01-09-2024,10,0,Active
121573702,2,2001,01-05-2023,01-06-2024,10,0,Active
1537679514,2,2002,10-05-2023,01-09-2024,10,0,Active
991077323,2,2001,01-05-2023,01-06-2024,10,0,Active
1483417996,2,2002,10-05-2023,01-09-2024,10,0,Active
1586602117,2,2001,01-05-2023,01-06-2024,10,0,Active
2403047500,2,2002,10-05-2023,01-09-2024,10,0,Active
550654841,2,2001,01-05-2023,01-06-2024,10,0,Active
4231973964,2,2002,10-05-2023,01-09-2024,10,0,Active
1822743537,2,2001,01-05-2023,01-06-2024,10,0,Active
1831479376,2,2002,10-05-2023,01-09-2024,10,0,Active
2030114408,2,2001,01-05-2023,01-06-2024,10,0,Active
4182920009,2,2002,10-05-2023,01-09-2024,10,0,Active
2546147292,2,2001,01-05-2023,01-06-2024,10,0,Active
2885545421,2,2002,10-05-2023,01-09-2024,10,0,Active
1729656818,2,2001,01-05-2023,01-06-2024,10,0,Active
2572577483,2,2002,10-05-2023,01-09-2024,10,0,Active
445722885,2,2001,01-05-2023,01-06-2024,10,0,Active
14265388,2,2002,10-05-2023,01-09-2024,10,0,Active
2408402746,2,2001,01-05-2023,01-06-2024,10,0,Active
986166769,2,2002,10-05-2023,01-09-2024,10,0,Active
2027152132,2,2001,01-05-2023,01-06-2024,10,0,Active
1962875377,2,2002,10-05-2023,01-09-2024,10,0,Active
1711359867,2,2001,01-05-2023,01-06-2024,10,0,Active
2619607112,2,2002,10-05-2023,01-09-2024,10,0,Active
895948206,2,2001,01-05-2023,01-06-2024,10,0,Active
3586885562,2,2002,10-05-2023,01-09-2024,10,0,Active
1895762437,2,2001,01-05-2023,01-06-2024,10,0,Active
1083109298,2,2002,10-05-2023,01-09-2024,10,0,Active
3118453380,2,2001,01-05-2023,01-06-2024,10,0,Active
3566010395,2,2002,10-05-2023,01-09-2024,10,0,Active
1127981897,2,2001,01-05-2023,01-06-2024,10,0,Active
4248515295,2,2002,10-05-2023,01-09-2024,10,0,Active
579513724,2,2001,01-05-2023,01-06-2024,10,0,Active
583597056,2,2002,10-05-2023,01-09-2024,10,0,Active
1836249005,2,2001,01-05-2023,01-06-2024,10,0,Active
2284288905,2,2002,10-05-2023,01-09-2024,10,0,Active
1974057541,2,2001,01-05-2023,01-06-2024,10,0,Active
3663239480,2,2002,10-05-2023,01-09-2024,10,0,Active
2534394390,2,2001,01-05-2023,01-06-2024,10,0,Active
1486056387,2,2002,10-05-2023,01-09-2024,10,0,Active
3516218589,2,2001,01-05-2023,01-06-2024,10,0,Active
3956018582,2,2002,10-05-2023,01-09-2024,10,0,Active
2023222101,2,2001,01-05-2023,01-06-2024,10,0,Active
2696885720,2,2002,10-05-2023,01-09-2024,10,0,Active
2855263448,2,2001,01-05-2023,01-06-2024,10,0,Active
1045031098,2,2002,10-05-2023,01-09-2024,10,0,Active
2121734985,2,2001,01-05-2023,01-06-2024,10,0,Active
3974107289,2,2002,10-05-2023,01-09-2024,10,0,Active
2656109721,2,2001,01-05-2023,01-06-2024,10,0,Active
2759180934,2,2002,10-05-2023,01-09-2024,10,0,Active
3635767911,2,2001,01-05-2023,01-06-2024,10,0,Active
2233548014,2,2002,10-05-2023,01-09-2024,10,0,Active
2190386059,2,2001,01-05-2023,01-06-2024,10,0,Active
2099621126,2,2002,10-05-2023,01-09-2024,10,0,Active
498450594,2,2001,01-05-2023,01-06-2024,10,0,Active
4071040134,2,2002,10-05-2023,01-09-2024,10,0,Active
2200209763,2,2001,01-05-2023,01-06-2024,10,0,Active
406443482,2,2002,10-05-2023,01-09-2024,10,0,Active
4286302579,2,2001,01-05-2023,01-06-2024,10,0,Active
1585397005,2,2002,10-05-2023,01-09-2024,10,0,Active
3243858546,2,2001,01-05-2023,01-06-2024,10,0,Active
3576617373,2,2002,10-05-2023,01-09-2024,10,0,Active
977095513,2,2001,01-05-2023,01-06-2024,10,0,Active
1844394335,2,2002,10-05-2023,01-09-2024,10,0,Active
1056920974,2,2001,01-05-2023,01-06-2024,10,0,Active
4050791379,2,2002,10-05-2023,01-09-2024,10,0,Active
981247968,2,2001,01-05-2023,01-06-2024,10,0,Active
2550883249,2,2002,10-05-2023,01-09-2024,10,0,Active
1272180884,2,2001,01-05-2023,01-06-2024,10,0,Active
1513455345,2,2002,10-05-2023,01-09-2024,10,0,Active
1382725405,2,2001,01-05-2023,01-06-2024,10,0,Active
1316573225,2,2002,10-05-2023,01-09-2024,10,0,Active
1537275954,2,2001,01-05-2023,01-06-2024,10,0,Active
3001306912,2,2002,10-05-2023,01-09-2024,10,0,Active
1640503321,2,2001,01-05-2023,01-06-2024,10,0,Active
165504852,2,2002,10-05-2023,01-09-2024,10,0,Active
2052200999,2,2001,01-05-2023,01-06-2024,10,0,Active
1413452879,2,2002,10-05-2023,01-09-2024,10,0,Active
1540300914,2,2001,01-05-2023,01-06-2024,10,0,Active
675637802,2,2002,10-05-2023,01-09-2024,10,0,Active
2328872644,2,2001,01-05-2023,01-06-2024,10,0,Active
364349515,2,2002,10-05-2023,01-09-2024,10,0,Active
1289589633,2,2001,01-05-2023,01-06-2024,10,0,Active
2558167972,2,2002,10-05-2023,01-09-2024,10,0,Active
808686996,2,2001,01-05-2023,01-06-2024,10,0,Active
3606023365,2,2002,10-05-2023,01-09-2024,10,0,Active
2365773307,2,2001,01-05-2023,01-06-2024,10,0,Active
1035791657,2,2002,10-05-2023,01-09-2024,10,0,Active
3948620032,2,2001,01-05-2023,01-06-2024,10,0,Active
2815728172,2,2002,10-05-2023,01-09-2024,10,0,Active
1135071613,2,2001,01-05-2023,01-06-2024,10,0,Active
3666924911,2,2002,10-05-2023,01-09-2024,10,0,Active
1525214265,2,2001,01-05-2023,01-06-2024,10,0,Active
4249679565,2,2002,10-05-2023,01-09-2024,10,0,Active
1283115039,2,2001,01-05-2023,01-06-2024,10,0,Active
1441875071,2,2002,10-05-2023,01-09-2024,10,0,Active
2316755807,2,2001,01-05-2023,01-06-2024,10,0,Active
3539397074,2,2002,10-05-2023,01-09-2024,10,0,Active
4079775666,2,2001,01-05-2023,01-06-2024,10,0,Active
2273233799,2,2002,10-05-2023,01-09-2024,10,0,Active
3909694937,2,2001,01-05-2023,01-06-2024,10,0,Active
1604220987,2,2002,10-05-2023,01-09-2024,10,0,Active
3847880343,2,2001,01-05-2023,01-06-2024,10,0,Active
62702238,2,2002,10-05-2023,01-09-2024,10,0,Active
976204653,2,2001,01-05-2023,01-06-2024,10,0,Active
712661393,2,2002,10-05-2023,01-09-2024,10,0,Active
51989242,2,2001,01-05-2023,01-06-2024,10,0,Active
1547499533,2,2002,10-05-2023,01-09-2024,10,0,Active
4118679444,2,2001,01-05-2023,01-06-2024,10,0,Active
